id,level,task_type,question,serialized_table,prompt,answer,operation,evidence_json,metadata_json,table_json
A-L5-0121,5,bayes_posterior,"For Group-B, compute the posterior probability of having the condition after a positive test.","| Prevalence | Population | Sensitivity | False positive rate |
| --- | --- | --- | --- |
| 24.31% | Group-C | 82.19% | 7.92% |
| 12.07% | Group-L | 78.22% | 27.21% |
| 11.34% | Group-K | 79.76% | 12.83% |
| 27.00% | Group-B | 96.19% | 11.14% |","Answer the question using the table. Perform all required reasoning and return only the final answer.

Table:
| Prevalence | Population | Sensitivity | False positive rate |
| --- | --- | --- | --- |
| 24.31% | Group-C | 82.19% | 7.92% |
| 12.07% | Group-L | 78.22% | 27.21% |
| 11.34% | Group-K | 79.76% | 12.83% |
| 27.00% | Group-B | 96.19% | 11.14% |

Question: For Group-B, compute the posterior probability of having the condition after a positive test.",76.15%,bayes_rule,"{""target_row"": ""Group-B"", ""prevalence"": 0.2700395732829677, ""sensitivity"": 0.9618588276131061, ""false_positive_rate"": 0.11142457717733843}","{""formula"": ""sens*prev / (sens*prev + fpr*(1-prev))"", ""answer_digits"": 2}","{""headers"": [""Prevalence"", ""Population"", ""Sensitivity"", ""False positive rate""], ""rows"": [[""24.31%"", ""Group-C"", ""82.19%"", ""7.92%""], [""12.07%"", ""Group-L"", ""78.22%"", ""27.21%""], [""11.34%"", ""Group-K"", ""79.76%"", ""12.83%""], [""27.00%"", ""Group-B"", ""96.19%"", ""11.14%""]]}"
A-L5-0122,5,physics_derived_quantity,"Using the table values, calculate the kinetic energy of Chris.","| Person | Altitude | Mass | Speed | Elapsed time |
| --- | --- | --- | --- | --- |
| Chris | 9233 m | 84 kg | 69.6 m/s | 92.3 s |
| Lena | 6095 m | 105 kg | 26.7 m/s | 116.6 s |
| Ethan | 4674 m | 91 kg | 76.4 m/s | 106.9 s |
| Iris | 7313 m | 65 kg | 56.4 m/s | 29.5 s |
| David | 8462 m | 57 kg | 74.0 m/s | 52.5 s |
| Alex | 2027 m | 101 kg | 24.3 m/s | 38.0 s |
| Ava | 2540 m | 77 kg | 39.9 m/s | 29.7 s |","Answer the question using the table. Perform all required reasoning and return only the final answer.

Table:
| Person | Altitude | Mass | Speed | Elapsed time |
| --- | --- | --- | --- | --- |
| Chris | 9233 m | 84 kg | 69.6 m/s | 92.3 s |
| Lena | 6095 m | 105 kg | 26.7 m/s | 116.6 s |
| Ethan | 4674 m | 91 kg | 76.4 m/s | 106.9 s |
| Iris | 7313 m | 65 kg | 56.4 m/s | 29.5 s |
| David | 8462 m | 57 kg | 74.0 m/s | 52.5 s |
| Alex | 2027 m | 101 kg | 24.3 m/s | 38.0 s |
| Ava | 2540 m | 77 kg | 39.9 m/s | 29.7 s |

Question: Using the table values, calculate the kinetic energy of Chris.",203454.72 J,kinetic_energy,"{""target_row"": ""Chris"", ""mass_kg"": 84, ""speed_m_s"": 69.6}","{""quantity"": ""Kinetic energy"", ""answer_digits"": 2}","{""headers"": [""Person"", ""Altitude"", ""Mass"", ""Speed"", ""Elapsed time""], ""rows"": [[""Chris"", ""9233 m"", ""84 kg"", ""69.6 m/s"", ""92.3 s""], [""Lena"", ""6095 m"", ""105 kg"", ""26.7 m/s"", ""116.6 s""], [""Ethan"", ""4674 m"", ""91 kg"", ""76.4 m/s"", ""106.9 s""], [""Iris"", ""7313 m"", ""65 kg"", ""56.4 m/s"", ""29.5 s""], [""David"", ""8462 m"", ""57 kg"", ""74.0 m/s"", ""52.5 s""], [""Alex"", ""2027 m"", ""101 kg"", ""24.3 m/s"", ""38.0 s""], [""Ava"", ""2540 m"", ""77 kg"", ""39.9 m/s"", ""29.7 s""]]}"
A-L5-0123,5,physics_derived_quantity,What is David's kinetic energy?,"| Altitude | Mass | Person | Speed | Elapsed time |
| --- | --- | --- | --- | --- |
| 6978 m | 48 kg | Ethan | 77.4 m/s | 8.7 s |
| 7838 m | 103 kg | Noah | 12.4 m/s | 111.2 s |
| 1925 m | 94 kg | Lena | 24.8 m/s | 64.8 s |
| 8536 m | 91 kg | David | 54.0 m/s | 105.5 s |
| 8175 m | 48 kg | Sam | 73.5 m/s | 21.4 s |
| 821 m | 77 kg | Iris | 34.7 m/s | 36.6 s |","Answer the question using the table. Perform all required reasoning and return only the final answer.

Table:
| Altitude | Mass | Person | Speed | Elapsed time |
| --- | --- | --- | --- | --- |
| 6978 m | 48 kg | Ethan | 77.4 m/s | 8.7 s |
| 7838 m | 103 kg | Noah | 12.4 m/s | 111.2 s |
| 1925 m | 94 kg | Lena | 24.8 m/s | 64.8 s |
| 8536 m | 91 kg | David | 54.0 m/s | 105.5 s |
| 8175 m | 48 kg | Sam | 73.5 m/s | 21.4 s |
| 821 m | 77 kg | Iris | 34.7 m/s | 36.6 s |

Question: What is David's kinetic energy?",132678.00 J,kinetic_energy,"{""target_row"": ""David"", ""mass_kg"": 91, ""speed_m_s"": 54.0}","{""quantity"": ""Kinetic energy"", ""answer_digits"": 2}","{""headers"": [""Altitude"", ""Mass"", ""Person"", ""Speed"", ""Elapsed time""], ""rows"": [[""6978 m"", ""48 kg"", ""Ethan"", ""77.4 m/s"", ""8.7 s""], [""7838 m"", ""103 kg"", ""Noah"", ""12.4 m/s"", ""111.2 s""], [""1925 m"", ""94 kg"", ""Lena"", ""24.8 m/s"", ""64.8 s""], [""8536 m"", ""91 kg"", ""David"", ""54.0 m/s"", ""105.5 s""], [""8175 m"", ""48 kg"", ""Sam"", ""73.5 m/s"", ""21.4 s""], [""821 m"", ""77 kg"", ""Iris"", ""34.7 m/s"", ""36.6 s""]]}"
A-L5-0124,5,confusion_matrix_metric,"Using the confusion-matrix counts, calculate Quartz's Accuracy.","| TP | FN | TN | Model | FP |
| --- | --- | --- | --- | --- |
| 117 | 69 | 85 | Delta | 26 |
| 305 | 98 | 308 | Vertex | 148 |
| 352 | 82 | 77 | Zenith | 27 |
| 386 | 136 | 185 | Nova | 50 |
| 87 | 100 | 146 | Nimbus | 116 |
| 332 | 37 | 440 | Quartz | 100 |
| 67 | 34 | 147 | Atlas | 8 |","Answer the question using the table. Perform all required reasoning and return only the final answer.

Table:
| TP | FN | TN | Model | FP |
| --- | --- | --- | --- | --- |
| 117 | 69 | 85 | Delta | 26 |
| 305 | 98 | 308 | Vertex | 148 |
| 352 | 82 | 77 | Zenith | 27 |
| 386 | 136 | 185 | Nova | 50 |
| 87 | 100 | 146 | Nimbus | 116 |
| 332 | 37 | 440 | Quartz | 100 |
| 67 | 34 | 147 | Atlas | 8 |

Question: Using the confusion-matrix counts, calculate Quartz's Accuracy.",0.8493,accuracy,"{""target_row"": ""Quartz"", ""TP"": 332, ""FP"": 100, ""FN"": 37, ""TN"": 440}","{""metric"": ""Accuracy"", ""answer_digits"": 4}","{""headers"": [""TP"", ""FN"", ""TN"", ""Model"", ""FP""], ""rows"": [[117, 69, 85, ""Delta"", 26], [305, 98, 308, ""Vertex"", 148], [352, 82, 77, ""Zenith"", 27], [386, 136, 185, ""Nova"", 50], [87, 100, 146, ""Nimbus"", 116], [332, 37, 440, ""Quartz"", 100], [67, 34, 147, ""Atlas"", 8]]}"
A-L5-0125,5,confusion_matrix_metric,What is the F1 score for Pulse?,"| TP | FN | FP | Model | TN |
| --- | --- | --- | --- | --- |
| 64 | 99 | 69 | Delta | 342 |
| 308 | 112 | 57 | Sigma | 85 |
| 374 | 44 | 54 | Nimbus | 168 |
| 284 | 125 | 26 | Pulse | 490 |","Answer the question using the table. Perform all required reasoning and return only the final answer.

Table:
| TP | FN | FP | Model | TN |
| --- | --- | --- | --- | --- |
| 64 | 99 | 69 | Delta | 342 |
| 308 | 112 | 57 | Sigma | 85 |
| 374 | 44 | 54 | Nimbus | 168 |
| 284 | 125 | 26 | Pulse | 490 |

Question: What is the F1 score for Pulse?",0.7900,f1_score,"{""target_row"": ""Pulse"", ""TP"": 284, ""FP"": 26, ""FN"": 125, ""TN"": 490}","{""metric"": ""F1 score"", ""answer_digits"": 4}","{""headers"": [""TP"", ""FN"", ""FP"", ""Model"", ""TN""], ""rows"": [[64, 99, 69, ""Delta"", 342], [308, 112, 57, ""Sigma"", 85], [374, 44, 54, ""Nimbus"", 168], [284, 125, 26, ""Pulse"", 490]]}"
A-L5-0126,5,physics_derived_quantity,What is Iris's kinetic energy?,"| Mass | Speed | Elapsed time | Altitude | Person |
| --- | --- | --- | --- | --- |
| 99 kg | 10.5 m/s | 35.5 s | 324 m | Sofia |
| 73 kg | 9.1 m/s | 36.5 s | 8350 m | Julia |
| 52 kg | 40.2 m/s | 83.0 s | 8283 m | Iris |
| 99 kg | 49.9 m/s | 18.2 s | 9664 m | Alex |
| 98 kg | 79.2 m/s | 47.3 s | 4505 m | Ethan |
| 98 kg | 30.8 m/s | 117.5 s | 623 m | Sam |
| 98 kg | 16.1 m/s | 96.9 s | 2479 m | Noah |","Answer the question using the table. Perform all required reasoning and return only the final answer.

Table:
| Mass | Speed | Elapsed time | Altitude | Person |
| --- | --- | --- | --- | --- |
| 99 kg | 10.5 m/s | 35.5 s | 324 m | Sofia |
| 73 kg | 9.1 m/s | 36.5 s | 8350 m | Julia |
| 52 kg | 40.2 m/s | 83.0 s | 8283 m | Iris |
| 99 kg | 49.9 m/s | 18.2 s | 9664 m | Alex |
| 98 kg | 79.2 m/s | 47.3 s | 4505 m | Ethan |
| 98 kg | 30.8 m/s | 117.5 s | 623 m | Sam |
| 98 kg | 16.1 m/s | 96.9 s | 2479 m | Noah |

Question: What is Iris's kinetic energy?",42017.04 J,kinetic_energy,"{""target_row"": ""Iris"", ""mass_kg"": 52, ""speed_m_s"": 40.2}","{""quantity"": ""Kinetic energy"", ""answer_digits"": 2}","{""headers"": [""Mass"", ""Speed"", ""Elapsed time"", ""Altitude"", ""Person""], ""rows"": [[""99 kg"", ""10.5 m/s"", ""35.5 s"", ""324 m"", ""Sofia""], [""73 kg"", ""9.1 m/s"", ""36.5 s"", ""8350 m"", ""Julia""], [""52 kg"", ""40.2 m/s"", ""83.0 s"", ""8283 m"", ""Iris""], [""99 kg"", ""49.9 m/s"", ""18.2 s"", ""9664 m"", ""Alex""], [""98 kg"", ""79.2 m/s"", ""47.3 s"", ""4505 m"", ""Ethan""], [""98 kg"", ""30.8 m/s"", ""117.5 s"", ""623 m"", ""Sam""], [""98 kg"", ""16.1 m/s"", ""96.9 s"", ""2479 m"", ""Noah""]]}"
A-L5-0127,5,missing_value_from_total,What value is missing for Sample-D in Part A?,"| Part D | Part B | Sample | Part C | Part A | Total |
| --- | --- | --- | --- | --- | --- |
| 38 | 61 | Sample-D | 107 | ? | 293 |
| 58 | 14 | Sample-F | 102 | 27 | 201 |
| 11 | 73 | Sample-A | 63 | 28 | 175 |
| 75 | 82 | Sample-H | 22 | 51 | 230 |
| 18 | 61 | Sample-C | 47 | 105 | 231 |
| 19 | 51 | Sample-L | 35 | 70 | 175 |","Answer the question using the table. Perform all required reasoning and return only the final answer.

Table:
| Part D | Part B | Sample | Part C | Part A | Total |
| --- | --- | --- | --- | --- | --- |
| 38 | 61 | Sample-D | 107 | ? | 293 |
| 58 | 14 | Sample-F | 102 | 27 | 201 |
| 11 | 73 | Sample-A | 63 | 28 | 175 |
| 75 | 82 | Sample-H | 22 | 51 | 230 |
| 18 | 61 | Sample-C | 47 | 105 | 231 |
| 19 | 51 | Sample-L | 35 | 70 | 175 |

Question: What value is missing for Sample-D in Part A?",87,recover_from_total,"{""target_row"": ""Sample-D"", ""missing_column"": ""Part A"", ""known_total"": 293, ""visible_components"": {""Part B"": 61, ""Part C"": 107, ""Part D"": 38}}","{""component_columns"": [""Part A"", ""Part B"", ""Part C"", ""Part D""]}","{""headers"": [""Part D"", ""Part B"", ""Sample"", ""Part C"", ""Part A"", ""Total""], ""rows"": [[38, 61, ""Sample-D"", 107, ""?"", 293], [58, 14, ""Sample-F"", 102, 27, 201], [11, 73, ""Sample-A"", 63, 28, 175], [75, 82, ""Sample-H"", 22, 51, 230], [18, 61, ""Sample-C"", 47, 105, 231], [19, 51, ""Sample-L"", 35, 70, 175]]}"
A-L5-0128,5,physics_derived_quantity,"According to the table, what is the momentum for Sam?","| Altitude | Person | Speed | Mass | Elapsed time |
| --- | --- | --- | --- | --- |
| 4851 m | Noah | 41.1 m/s | 87 kg | 9.5 s |
| 1626 m | Mina | 53.7 m/s | 45 kg | 32.9 s |
| 4742 m | Sam | 66.4 m/s | 82 kg | 25.4 s |
| 4119 m | Lena | 61.9 m/s | 53 kg | 66.5 s |","Answer the question using the table. Perform all required reasoning and return only the final answer.

Table:
| Altitude | Person | Speed | Mass | Elapsed time |
| --- | --- | --- | --- | --- |
| 4851 m | Noah | 41.1 m/s | 87 kg | 9.5 s |
| 1626 m | Mina | 53.7 m/s | 45 kg | 32.9 s |
| 4742 m | Sam | 66.4 m/s | 82 kg | 25.4 s |
| 4119 m | Lena | 61.9 m/s | 53 kg | 66.5 s |

Question: According to the table, what is the momentum for Sam?",5444.80 kg·m/s,momentum,"{""target_row"": ""Sam"", ""mass_kg"": 82, ""speed_m_s"": 66.4}","{""quantity"": ""Momentum"", ""answer_digits"": 2}","{""headers"": [""Altitude"", ""Person"", ""Speed"", ""Mass"", ""Elapsed time""], ""rows"": [[""4851 m"", ""Noah"", ""41.1 m/s"", ""87 kg"", ""9.5 s""], [""1626 m"", ""Mina"", ""53.7 m/s"", ""45 kg"", ""32.9 s""], [""4742 m"", ""Sam"", ""66.4 m/s"", ""82 kg"", ""25.4 s""], [""4119 m"", ""Lena"", ""61.9 m/s"", ""53 kg"", ""66.5 s""]]}"
A-L5-0129,5,bayes_posterior,"For Group-A, what is the probability that a person actually has the condition given a positive test?","| Prevalence | False positive rate | Population | Sensitivity |
| --- | --- | --- | --- |
| 25.05% | 12.15% | Group-G | 66.74% |
| 17.37% | 17.75% | Group-B | 91.84% |
| 10.72% | 29.15% | Group-F | 68.43% |
| 42.47% | 20.23% | Group-L | 72.00% |
| 44.39% | 27.23% | Group-A | 70.78% |
| 19.83% | 8.74% | Group-E | 88.05% |
| 20.10% | 22.79% | Group-K | 87.88% |","Answer the question using the table. Perform all required reasoning and return only the final answer.

Table:
| Prevalence | False positive rate | Population | Sensitivity |
| --- | --- | --- | --- |
| 25.05% | 12.15% | Group-G | 66.74% |
| 17.37% | 17.75% | Group-B | 91.84% |
| 10.72% | 29.15% | Group-F | 68.43% |
| 42.47% | 20.23% | Group-L | 72.00% |
| 44.39% | 27.23% | Group-A | 70.78% |
| 19.83% | 8.74% | Group-E | 88.05% |
| 20.10% | 22.79% | Group-K | 87.88% |

Question: For Group-A, what is the probability that a person actually has the condition given a positive test?",67.47%,bayes_rule,"{""target_row"": ""Group-A"", ""prevalence"": 0.4438762672227635, ""sensitivity"": 0.7077807455199001, ""false_positive_rate"": 0.27232342599392595}","{""formula"": ""sens*prev / (sens*prev + fpr*(1-prev))"", ""answer_digits"": 2}","{""headers"": [""Prevalence"", ""False positive rate"", ""Population"", ""Sensitivity""], ""rows"": [[""25.05%"", ""12.15%"", ""Group-G"", ""66.74%""], [""17.37%"", ""17.75%"", ""Group-B"", ""91.84%""], [""10.72%"", ""29.15%"", ""Group-F"", ""68.43%""], [""42.47%"", ""20.23%"", ""Group-L"", ""72.00%""], [""44.39%"", ""27.23%"", ""Group-A"", ""70.78%""], [""19.83%"", ""8.74%"", ""Group-E"", ""88.05%""], [""20.10%"", ""22.79%"", ""Group-K"", ""87.88%""]]}"
A-L5-0130,5,confusion_matrix_metric,"Using the confusion-matrix counts, calculate Zenith's F1 score.","| TP | Model | FP | TN | FN |
| --- | --- | --- | --- | --- |
| 108 | Quartz | 84 | 118 | 58 |
| 185 | Vertex | 33 | 476 | 140 |
| 175 | Helix | 25 | 358 | 39 |
| 188 | Pulse | 52 | 210 | 7 |
| 255 | Delta | 106 | 50 | 55 |
| 210 | Zenith | 12 | 468 | 63 |","Answer the question using the table. Perform all required reasoning and return only the final answer.

Table:
| TP | Model | FP | TN | FN |
| --- | --- | --- | --- | --- |
| 108 | Quartz | 84 | 118 | 58 |
| 185 | Vertex | 33 | 476 | 140 |
| 175 | Helix | 25 | 358 | 39 |
| 188 | Pulse | 52 | 210 | 7 |
| 255 | Delta | 106 | 50 | 55 |
| 210 | Zenith | 12 | 468 | 63 |

Question: Using the confusion-matrix counts, calculate Zenith's F1 score.",0.8485,f1_score,"{""target_row"": ""Zenith"", ""TP"": 210, ""FP"": 12, ""FN"": 63, ""TN"": 468}","{""metric"": ""F1 score"", ""answer_digits"": 4}","{""headers"": [""TP"", ""Model"", ""FP"", ""TN"", ""FN""], ""rows"": [[108, ""Quartz"", 84, 118, 58], [185, ""Vertex"", 33, 476, 140], [175, ""Helix"", 25, 358, 39], [188, ""Pulse"", 52, 210, 7], [255, ""Delta"", 106, 50, 55], [210, ""Zenith"", 12, 468, 63]]}"
A-L5-0131,5,physics_derived_quantity,What is Ryan's kinetic energy?,"| Person | Altitude | Speed | Elapsed time | Mass |
| --- | --- | --- | --- | --- |
| Oliver | 1884 m | 63.7 m/s | 33.5 s | 74 kg |
| Mina | 1406 m | 32.8 m/s | 74.9 s | 73 kg |
| Ryan | 336 m | 79.1 m/s | 96.0 s | 102 kg |
| Sofia | 5282 m | 39.3 m/s | 8.3 s | 60 kg |
| Lucas | 2217 m | 63.5 m/s | 47.8 s | 95 kg |
| Emma | 9279 m | 72.2 m/s | 94.0 s | 70 kg |
| Noah | 1428 m | 21.0 m/s | 87.6 s | 59 kg |","Answer the question using the table. Perform all required reasoning and return only the final answer.

Table:
| Person | Altitude | Speed | Elapsed time | Mass |
| --- | --- | --- | --- | --- |
| Oliver | 1884 m | 63.7 m/s | 33.5 s | 74 kg |
| Mina | 1406 m | 32.8 m/s | 74.9 s | 73 kg |
| Ryan | 336 m | 79.1 m/s | 96.0 s | 102 kg |
| Sofia | 5282 m | 39.3 m/s | 8.3 s | 60 kg |
| Lucas | 2217 m | 63.5 m/s | 47.8 s | 95 kg |
| Emma | 9279 m | 72.2 m/s | 94.0 s | 70 kg |
| Noah | 1428 m | 21.0 m/s | 87.6 s | 59 kg |

Question: What is Ryan's kinetic energy?",319097.31 J,kinetic_energy,"{""target_row"": ""Ryan"", ""mass_kg"": 102, ""speed_m_s"": 79.1}","{""quantity"": ""Kinetic energy"", ""answer_digits"": 2}","{""headers"": [""Person"", ""Altitude"", ""Speed"", ""Elapsed time"", ""Mass""], ""rows"": [[""Oliver"", ""1884 m"", ""63.7 m/s"", ""33.5 s"", ""74 kg""], [""Mina"", ""1406 m"", ""32.8 m/s"", ""74.9 s"", ""73 kg""], [""Ryan"", ""336 m"", ""79.1 m/s"", ""96.0 s"", ""102 kg""], [""Sofia"", ""5282 m"", ""39.3 m/s"", ""8.3 s"", ""60 kg""], [""Lucas"", ""2217 m"", ""63.5 m/s"", ""47.8 s"", ""95 kg""], [""Emma"", ""9279 m"", ""72.2 m/s"", ""94.0 s"", ""70 kg""], [""Noah"", ""1428 m"", ""21.0 m/s"", ""87.6 s"", ""59 kg""]]}"
A-L5-0132,5,bayes_posterior,"Using Bayes' rule, what is P(condition | positive) for Group-B?","| False positive rate | Prevalence | Sensitivity | Population |
| --- | --- | --- | --- |
| 14.09% | 36.01% | 88.56% | Group-B |
| 16.34% | 14.06% | 92.86% | Group-G |
| 3.58% | 28.51% | 85.43% | Group-K |
| 15.23% | 39.81% | 75.91% | Group-E |
| 18.66% | 43.70% | 62.98% | Group-C |
| 21.33% | 23.23% | 75.08% | Group-A |","Answer the question using the table. Perform all required reasoning and return only the final answer.

Table:
| False positive rate | Prevalence | Sensitivity | Population |
| --- | --- | --- | --- |
| 14.09% | 36.01% | 88.56% | Group-B |
| 16.34% | 14.06% | 92.86% | Group-G |
| 3.58% | 28.51% | 85.43% | Group-K |
| 15.23% | 39.81% | 75.91% | Group-E |
| 18.66% | 43.70% | 62.98% | Group-C |
| 21.33% | 23.23% | 75.08% | Group-A |

Question: Using Bayes' rule, what is P(condition | positive) for Group-B?",77.96%,bayes_rule,"{""target_row"": ""Group-B"", ""prevalence"": 0.36008573727266757, ""sensitivity"": 0.8856131535347059, ""false_positive_rate"": 0.1409014344370506}","{""formula"": ""sens*prev / (sens*prev + fpr*(1-prev))"", ""answer_digits"": 2}","{""headers"": [""False positive rate"", ""Prevalence"", ""Sensitivity"", ""Population""], ""rows"": [[""14.09%"", ""36.01%"", ""88.56%"", ""Group-B""], [""16.34%"", ""14.06%"", ""92.86%"", ""Group-G""], [""3.58%"", ""28.51%"", ""85.43%"", ""Group-K""], [""15.23%"", ""39.81%"", ""75.91%"", ""Group-E""], [""18.66%"", ""43.70%"", ""62.98%"", ""Group-C""], [""21.33%"", ""23.23%"", ""75.08%"", ""Group-A""]]}"
A-L5-0133,5,missing_value_from_total,What value is missing for Sample-J in Part C?,"| Sample | Part D | Total | Part C | Part B | Part A |
| --- | --- | --- | --- | --- | --- |
| Sample-G | 37 | 220 | 29 | 38 | 116 |
| Sample-E | 21 | 223 | 57 | 45 | 100 |
| Sample-F | 40 | 275 | 105 | 88 | 42 |
| Sample-J | 61 | 219 | ? | 32 | 33 |
| Sample-H | 35 | 187 | 50 | 70 | 32 |","Answer the question using the table. Perform all required reasoning and return only the final answer.

Table:
| Sample | Part D | Total | Part C | Part B | Part A |
| --- | --- | --- | --- | --- | --- |
| Sample-G | 37 | 220 | 29 | 38 | 116 |
| Sample-E | 21 | 223 | 57 | 45 | 100 |
| Sample-F | 40 | 275 | 105 | 88 | 42 |
| Sample-J | 61 | 219 | ? | 32 | 33 |
| Sample-H | 35 | 187 | 50 | 70 | 32 |

Question: What value is missing for Sample-J in Part C?",93,recover_from_total,"{""target_row"": ""Sample-J"", ""missing_column"": ""Part C"", ""known_total"": 219, ""visible_components"": {""Part A"": 33, ""Part B"": 32, ""Part D"": 61}}","{""component_columns"": [""Part A"", ""Part B"", ""Part C"", ""Part D""]}","{""headers"": [""Sample"", ""Part D"", ""Total"", ""Part C"", ""Part B"", ""Part A""], ""rows"": [[""Sample-G"", 37, 220, 29, 38, 116], [""Sample-E"", 21, 223, 57, 45, 100], [""Sample-F"", 40, 275, 105, 88, 42], [""Sample-J"", 61, 219, ""?"", 32, 33], [""Sample-H"", 35, 187, 50, 70, 32]]}"
A-L5-0134,5,missing_value_from_average,The Test 1 score for Daniel is missing. What value belongs there?,"| Student | Test 3 | Test 1 | Test 4 | Test 2 | Average |
| --- | --- | --- | --- | --- | --- |
| Maya | 74 | 91 | 73 | 62 | 75.00 |
| Sofia | 74 | 97 | 54 | 67 | 73.00 |
| Iris | 61 | 66 | 91 | 70 | 72.00 |
| Theo | 47 | 64 | 74 | 79 | 66.00 |
| Daniel | 60 | ? | 96 | 61 | 74.25 |
| Nora | 62 | 63 | 49 | 53 | 56.75 |
| Julia | 90 | 67 | 59 | 99 | 78.75 |","Answer the question using the table. Perform all required reasoning and return only the final answer.

Table:
| Student | Test 3 | Test 1 | Test 4 | Test 2 | Average |
| --- | --- | --- | --- | --- | --- |
| Maya | 74 | 91 | 73 | 62 | 75.00 |
| Sofia | 74 | 97 | 54 | 67 | 73.00 |
| Iris | 61 | 66 | 91 | 70 | 72.00 |
| Theo | 47 | 64 | 74 | 79 | 66.00 |
| Daniel | 60 | ? | 96 | 61 | 74.25 |
| Nora | 62 | 63 | 49 | 53 | 56.75 |
| Julia | 90 | 67 | 59 | 99 | 78.75 |

Question: The Test 1 score for Daniel is missing. What value belongs there?",80,recover_from_average,"{""target_row"": ""Daniel"", ""missing_column"": ""Test 1"", ""known_average"": 74.25, ""visible_scores"": {""Test 2"": 61, ""Test 3"": 60, ""Test 4"": 96}}","{""num_scores"": 4, ""score_columns"": [""Test 1"", ""Test 2"", ""Test 3"", ""Test 4""]}","{""headers"": [""Student"", ""Test 3"", ""Test 1"", ""Test 4"", ""Test 2"", ""Average""], ""rows"": [[""Maya"", 74, 91, 73, 62, ""75.00""], [""Sofia"", 74, 97, 54, 67, ""73.00""], [""Iris"", 61, 66, 91, 70, ""72.00""], [""Theo"", 47, 64, 74, 79, ""66.00""], [""Daniel"", 60, ""?"", 96, 61, ""74.25""], [""Nora"", 62, 63, 49, 53, ""56.75""], [""Julia"", 90, 67, 59, 99, ""78.75""]]}"
A-L5-0135,5,confusion_matrix_metric,What is the Precision for Nimbus?,"| TP | Model | FN | FP | TN |
| --- | --- | --- | --- | --- |
| 260 | Nova | 51 | 49 | 332 |
| 101 | Delta | 11 | 137 | 228 |
| 323 | Nimbus | 137 | 95 | 485 |
| 47 | Zenith | 126 | 112 | 127 |
| 129 | Aurora | 36 | 113 | 338 |","Answer the question using the table. Perform all required reasoning and return only the final answer.

Table:
| TP | Model | FN | FP | TN |
| --- | --- | --- | --- | --- |
| 260 | Nova | 51 | 49 | 332 |
| 101 | Delta | 11 | 137 | 228 |
| 323 | Nimbus | 137 | 95 | 485 |
| 47 | Zenith | 126 | 112 | 127 |
| 129 | Aurora | 36 | 113 | 338 |

Question: What is the Precision for Nimbus?",0.7727,precision,"{""target_row"": ""Nimbus"", ""TP"": 323, ""FP"": 95, ""FN"": 137, ""TN"": 485}","{""metric"": ""Precision"", ""answer_digits"": 4}","{""headers"": [""TP"", ""Model"", ""FN"", ""FP"", ""TN""], ""rows"": [[260, ""Nova"", 51, 49, 332], [101, ""Delta"", 11, 137, 228], [323, ""Nimbus"", 137, 95, 485], [47, ""Zenith"", 126, 112, 127], [129, ""Aurora"", 36, 113, 338]]}"
